login,post,posts_time,posts_dt,ticker
Foxdkek,"🔥Добрый вечер! Новости 30.12.2022🔥
______________________________
🇷🇺 ""Газпром"" принял решение разместить бессрочные замещающие облигации на $1,4 млрд. 
• Выпуск замещающих облигаций серии БЗО26-1-Д – российских облигаций, замещающих еврооблигации компании, права на которые учитываются российскими депозитариями, – включает в себя 1,4 миллиона облигаций номиналом 1 тысяча долларов.
( $GAZP )

🇷🇺 И.о. гендиректора ТГК-14 стал исполнительный директор – главный инженер Денис Борелко. 
• ""Расторгнуть (прекратить) трудовой договор с генеральным директором Николаенко Александром Николаевичем ... по инициативе работника... Избрать исполняющим обязанности генерального директора общества Борелко Дениса Викторовича с 29 декабря 2022 года до даты выхода на работу лица..."".
( $TGKN )

🇷🇺 «СПБ Биржа» с 9 января планирует возобновить торги ценными бумагами Yandex, Cian, HeadHunter, Ozon и X5 Retail Group, сообщила пресс-служба торговой площадки.
( $SPBE )

🇷🇺 Альфа-банк даст возможность в VK и Telegram открывать карты и переводить деньги.
• ""Мы делаем первый в стране банкинг в VK и Telegram. Скоро открывать карты и переводить деньги можно будет не только в нашем приложении, но и в мессенджерах"".
( $VKCO )

🇷🇺 ""Аэрофлот"" создал IT-""дочку"" для работы с ключевыми проектами компании. 
• ""ООО ""АФЛТ-Системс"" (входит в структуру группы ""Аэрофлот"") 27 декабря 2022 года получило статус официально аккредитованной IT-компании... Цель создания новой компании – работа с ключевыми IT-проектами группы ""Аэрофлот"" и участие в реализации актуальной стратегии цифровой трансформации"".
( $AFLT )

🇷🇺 Сооснователь ""Яндекса"" Аркадий Волож попрощался с сотрудниками компании. 
• ""Пришла пора и мне написать прощальный пост в этушку (внутренний портал компании - ред.). Как вы знаете, я уже давно не управляю российским ""Яндексом"", а в этом году мне и вовсе пришлось покинуть все должности в компании. ... В суете последних месяцев я с вами так и не попрощался. Новый год – хороший повод это исправить"".
( $YNDX )

🇷🇺 Акционеры ""Детского мира"" одобрили реорганизацию компании в частную. 
• ""Принятое решение: реорганизовать публичное акционерное общество ""Детский мир"" в форме выделения из него Общества с ограниченной ответственностью ""ДМ"".
( $DSKY )

🇷🇺 Декабрь стал самым штормовым месяцем для Козьмино в 2022 году - ""Транснефть"". 
• ""В декабре 2022 по состоянию на 29 число погрузка в портах полностью останавливалась из-за штормовой погоды в Новороссийске 14,9 суток, в Козьмино – 11,13 суток"".
( $TRNFP )

🇷🇺 ВТБ подаст поручение в Clearstream для получения ""замороженных"" средств инвесторов.
• ""Банк ВТБ планирует подать поручения на получение ""замороженного"" накопленного купонного/дивидендного дохода из депозитария Clearstream... До момента передачи активов на счета этих инвесторов в ВТБ могли быть зачислены купоны, дивиденды или средства от погашения ценных бумаг"".
( $VTBR )
______________________________
📊 Срок продажи доли Shell в проекте ""Сахалин-2"" теперь не ограничен – указ. 
• Ранее в указе уточнялось, что правительство должно оценить и продать долю в течение четырех месяцев со дня принятия решения об отказе ее передать.
( $SHEL )

📊 Владелец Twitter (запрещен в России) Илон Маск пообещал в начале нового года внедрить в соцсети опцию, объясняющую владельцу аккаунта, почему его заблокировали или забанили.
( $TWTR )

📊 Apple впервые за 22 года не выпустила ни одного компьютера в четвертом квартале. 
• Об этом пишет портал Macrumors. Ожидалось, что к концу 2022 года компания представит ноутбук MacBook Pro и компьютер Mac Pro, однако, согласно последним утечкам, анонс устройств был перенесен на следующий год.
( $AAPL )
______________________________
Хочешь видеть ещё больше актуальных новостей?👋
Подписывайся, чтобы не пропустить.✅








Не является индивидуальной инвестиционной рекомендацией.
Источник: ""ПРАЙМ, investing"".
#новости",18:52,2022-12-30,VTBR
VTB_Bank,"🔷Внеочередное Общее собрание акционеров ВТБ

Банк ВТБ сообщает о проведении 30 января 2023 года внеочередного Общего собрания акционеров в форме заочного голосования. Список лиц, имеющих право на участие в собрании акционеров будет составлен по состоянию на 8 января 2023 года.

Повестка дня внеочередного Общего собрания акционеров Банка ВТБ (ПАО):

1.Об утверждении Изменений № 3, вносимых в Устав Банка ВТБ (ПАО).

2.Об увеличении уставного капитала Банка ВТБ (ПАО) путем размещения дополнительных обыкновенных акций Банка ВТБ (ПАО).

Акционеры смогут голосовать по вопросам, вынесенным на рассмотрение ВОСА, в электронном виде в мобильном приложении «Акционер» и в личном кабинете акционера на сайте ВТБ Регистратора с 10 января по 29 января включительно.

$VTBR #втб #акционервтб
Подробнее: https://www.vtb.ru/ir/information/general/",18:47,2022-12-30,VTBR
PulsAnutaYa,"Коллеги, у кого есть депозит у брокера ВТБ? Что у них с техподдержкой? Целый день пишет, что нет сети. Бред какой-то.
$VTBR #втб",17:31,2022-12-30,VTBR
DARHAN,"🇷🇺ИНТЕРЕСНОЕ ЧЕРЕЗ ПРИЗМУ на 30.12.2022г 

Всё самое важное и актуальное из мира российских ценных бумаг:

1. 🇷🇺 Топ-менеджеры АФК Системы ( $AFKS) по программе мотивации получили акции на 173,2₽ млн.

2. 🇷🇺 Подписан закон о снижении с 1 июля 2023 года максимальных размеров ежедневной ставки по микрозаймам - максимальная ставка снижена с 1% до 0,8% в день.

3. 🇷🇺 Кабмин докапитализирует ОАК ( $UNAC) на 158,2₽ млн для разработки двигателя Ил-114.

4. 🇷🇺 В России вводится штраф за незаконную продажу sim-карт в размере 30 000₽ –50 000₽ для физлиц и 300 000₽ –500 000₽ – для юрлиц.

5. 🇷🇺 VK ( $VKCO), Яндекс ( $YNDX), Сбербанк ( $SBER) и Ростелеком ( $RTKM) намерены учредить компанию, которая займется разработкой новой мобильной операционной системы. Ее создадут на базе Android и платформы, способной заменить Google Mobile Services.

6. 🇷🇺 Россети ( $RSTI) могут продать принадлежащий компании пакет акций Интер РАО ( $IRAO) и откажутся от выплаты дивидендов на ту же сумму, для того чтобы в наступающем году профинансировать строительство электросетей на Восточном полигоне.

7. 🇷🇺 Подписан закон, который позволяет гражданам покупать ювелирные изделия стоимостью до 60 000₽ за наличные. Если оплата производится по карте, порог стоимости увеличивается до 400 000₽.

8. 🇷🇺 Серийное производство самолета МС-21 ( $UNAC) начнется в 2025 году.

9. 🇷🇺 ФАС приступила к расследованию очередного повышения тарифов на связь для абонентов Мегафона и Tele2.

10. 🇷🇺 Акционеры Иркутскэнерго ( $IRGZ) поддержали делистинг.

11. 🇷🇺 Россияне впервые заплатят налог на доходы со вкладов по результатам 2023 года. Налогом со вкладов в 2023-м будут облагаться процентные доходы от 75 000₽ за весь год.

12. 🇷🇺 Самые несчастные живут в Туве - администрация запретила продажу алкоголя в новогодние праздники.

13. 🇷🇺🇫🇮 Global Ports ( $GLPR) договорился с CMA Terminals обменять 25% акций в финских портах на аналогичный пакет в парке Янино и терминале Моби Дик.

14. 🇷🇺🇮🇳 ВТБ ( $VTBR) запустил прямые расчеты в рупиях для малого и среднего бизнеса.

15. 🇷🇺 Акционеры Детского Мира ( $DSKY) одобрили реорганизацию компании в частную.

16. 🇷🇺🇱🇺 НРД приступил к разблокировке иностранных активов по лицензии Люксембурга, которая позволяет вывести бумаги и деньги из Clearstream.

17. 🇷🇺 Основатель Яндекса ( $YNDX) Волож покинул компанию.

18. 🇷🇺 Россияне в 3 квартале перевели на депозиты за рубежом почти 1,5₽ трлн, что является максимальным значением за все время, следует из данных ЦБ.

19. 🇷🇺🇨🇭🇳🇱 Консорциум во главе с Vitol закрыл сделку по продаже доли в Восток Ойл ( $ROSN), согласованную в июле, сумма не раскрывается.

20. 🇷🇺 Девелопер Самолет ( $SMLT) вложит 10,4₽ млрд в строительство жилого квартала площадью почти 110 тысяч кв метров в подмосковном Королёве.

______________________________________________
🥸❗Подписывайтесь на канал. Будьте в курсе всей новостной повестки дня. 
#новости",17:12,2022-12-30,VTBR
Fourier,"🎆 Спасибо ребятам из Тинькофф инвестиций @Tinkoff_Investments и Пульс @Pulse_Official и автоследования!

Так же спасибо нашим эмитентами:

$VTBR за терморужку. Не испортите нам Открытие, я там клиент.

$SGZH за просто бутылку. Интересно пожить в деревянной многоэтажке их постройки. 

$YNDX за  плюс. Вы там держитесь, без Воложа. 

$FIVE за вип карту. Желаю вам быть как Вкусвилл. 

$POSI за весы? Желаю всем, что бы работы у них не было и нас не взламывали) 

$SMLT за поясную сумку. Желаю что бы ваши клиенты остались в РФ и не разъехались с сумками по миру.

$TCSG за барный набор. Желаю, чтобы акции росли и мы пили только шампанское в честь иксов.",16:49,2022-12-30,VTBR
nuyha,$VTBR,16:32,2022-12-30,VTBR
Chyika,"Краткий обзор российского рынка, или «А что тут у нас?»

1. Акционеры Детского мира $DSKY одобрили реорганизацию компании из ПАО в ООО. У несогласных с реорганизацией бумаги будут выкуплены по цене 71,5 руб. за акцию. Компания сможет потратить на это не более 10% от стоимости чистых активов — это не более 1,6 млрд руб. в абсолютном выражении. Капитализация «Детского мира» на Мосбирже сейчас составляет 46,9 млрд руб.

2. VK $VKCO , «Яндекс» $YNDX , Сбербанк $SBER и «Ростелеком» $RTKM планируют учредить компанию, которая займется разработкой новой мобильной операционной системы на базе Android и платформы, способной заменить Google Mobile Services.

3. Один из основателей Яндекса Аркадий Волож заявил, что покидает компанию после 25 лет работы в ней. В июне в его отношении были введены персональные санкции ЕС, после чего он ушёл с поста генерального директора.

4. ВТБ $VTBR запустил прямые платежи в индийских рупиях для клиентов среднего и малого бизнеса.

5. Брокеры заморозят часть бумаг, хранящихся в Clearstream, перед разблокировкой. Предполагается, что для разблокировки нужно сначала перевести их на неторговый раздел, и только после этого будет сделан вывод в неподсанкционный депозитарий.   Это коснется в основном бумаг российских зарубежных холдингов, которые торгуются на $MOEX Московской бирже, в том числе $TCSG, $AGRO, $ETLN и других.

6. Изменения по деятельности брокеров от ЦБ:
- Брокер будет обязан уведомлять инвестора о рисках, которые тот несет, разрешая использовать в интересах брокера не только свои деньги, но и ценные бумаги. Новые правила требуют не реже одного раза в год напоминать инвестору о праве запретить брокеру пользоваться его активами. 
- Брокер будет предоставлять клиентам краткое описание особенностей и рисков финансовых инструментов. 
-  Вопросов в тестировании неквалифицированных инвесторов станет больше.

Лайк-подписка, чтобы ничего не пропустить)

Не является индивидуальной инвестиционной рекомендацией.",15:55,2022-12-30,VTBR
GMR,"❗️ГЛАВНЫЕ НОВОСТИ 🔥
•❗НРД приступил к разблокировке иностранных активов в рамках лицензии Люксембурга, которая позволяет вывести бумаги и деньги из Clearstream. Сегодня у инвесторов на некоторых бумагах появились значки «замочки» (например у Яндекса) - они означают, что они переведены на неторговые счета и их временно нельзя продать до 7 января.

•🏦 Расписание торгов/выходных на биржах - в комментарии под новостью. Всех с наступающим! Желаю позитивно отметить 🎄

•🇷🇺 Минфин запретит инвестировать деньги из ФНБ в евро, фунты стерлингов и иены, при этом допустимую долю юаня увеличит в 2,5 раза.

•💸 ЦБ РФ разрешил банкам из недружественных стран переводить за рубеж денежные средства в рублях с корреспондентских счетов, открытых в российских кредитных организациях. Это в том числе поддерживает расчеты в рублях по внешнеторговым операциям.

•♻️ Товарооборот продукции АПК между Россией и КНР за 11 месяцев вырос на 36%, до 6$ млрд. #Китай

•🇺🇸 В российской внешней торговле доля #США в 2022 г составила менее 2%.

•🇷🇺 Налогом со вкладов в 2023-м будут облагаться процентные доходы от 75 тыс. рублей за весь год - если ключевая ставка не превысит текущих 7,5%.

•🪙 Binance интегрировала опцию покупки криптовалют через Apple Pay и Google Pay. #крипта

•💵 Cредний курс покупки/продажи наличного доллара в банках Москвы на 13:00 мск составил 70,15/76,19 ₽. #доллар

•💶 Cредний курс покупки/продажи наличного евро в банках Москвы на 13:00 мск составил 74,25/79,66 ₽. #евро

•📱 $VKCO, Яндекс, $SBER и #RTKM намерены учредить компанию, которая займется разработкой новой мобильной операционной системы. Ее создадут на базе Android и платформы, способной заменить Google Mobile Services.

•🔵 Кабмин распорядился внести 100% акций крымского банка РНКБ в капитал $VTBR

•⚡ Топ-менеджеры $AFKS в рамках программы мотивации получили акции на общую сумму 173,2₽ млн.

•🎲 Акционеры #DSKY одобрили реорганизацию компании в частную.

❗️СЦЕНАРИИ ПАДЕНИЯ РЫНКА:
https://www.tinkoff.ru/invest/social/profile/GMR/259ba5c8-395b-4fcc-aa48-9d313afa8201

🏆 БУДУЩИЕ ЛИДЕРЫ РЫНКА:
https://www.tinkoff.ru/invest/social/profile/GMR/1e5759bd-5d49-4441-a104-a439819f4678

🎓 СТАТЬ КВАЛОМ, БЕЗ ПРЕМИУМА И $:
https://www.tinkoff.ru/invest/social/profile/GMR/c764fa06-7c36-40e2-b043-3aa1f8c8d2c7

❔О СТРАТЕГИЯХ И ПОДВОДНЫХ КАМНЯХ:
https://www.tinkoff.ru/invest/social/profile/GMR/f9f4aed7-e3a7-4b4c-92e9-71f5972791aa

🔥 СТРАТЕГИИ
🚀 &Go USD на +38%. Долетим до +50% и ребалансировка. Момент для входа хороший. Из всех USD стратегий она обладает наибольшим потенциалом сейчас.

😎 &Антикризисная легендарная рублёвая стратегия, которая не падала никогда. При нынешнем рынке РФ я склонен заходить в него, обладая какой-то информацией, делать за час 10-30% и снова выходить в кэш. Такие шансы могут выпадать несколько раз в год, поэтому пока движения по стратегии происходят редко.

🎰 &Go RUB - год назад предупреждал, что рынок РФ упадёт. Особых поводов для роста рынка нет и сейчас, функционал плечевых деривативов на VIX или путовых опционов и прочих аналогов шортов индексов ещё не ввели, а описанное мной в статьях работает на низких объёмах капитала, за счёт соответствующей ликвидности, спредов, отсутствия комиссии и тд. Поэтому, в отличие от других балаболов стратегов - я и сейчас не советую/обещаю рост. В ближайшее время мы будем в рынке примерно на 1/3, ожидая падения. А после него (возможно) начнём довходить.

Всем добра, успеха и берегите нервы 🤗
#новости #стратегии $USDRUB $EURRUB #Россия",15:01,2022-12-30,VTBR
antares9898,"$VTBR очень странная компания. В портфеле не держу, но иногда поглядываю на графики. Всегда вижу падение. Видно ли, что банк развивается - нет. Всё очень инертно и слабо относительно того же $SBER. И это прослеживается даже с обывательской стороны, не уходя в анализ.",13:59,2022-12-30,VTBR
podluka,"• 💰💰💰 &Всепогодный портфель  . Много высокачественных, недооценённых бумаг с относительно низким риском. Нет риска блокировок. Планирую получить кратный доход.
•  ❗️❗️❗️ Вход от 10 тыс. рублей, иначе работать не будет ❗️❗️❗️
• Новости:
• ФАС одобрила покупку $AFKS долю Eastnine в Melon Fashion Group. По позиции -9%. Компания с космическим долгом похоже продолжает его наращивать.
• $VTBR уже получил разрешение Резервного банка Индии на проведение расчетов в национальной валюте страны. Предприниматели получили возможность проводить расчеты без двойной конвертации. По позиции -15%.
• $DSKY станет непубличной компанией. Цена выкупа акции 71,5р. Очередной ""кидок"". Цена на акцию явно сильно занижена. От основной части позиции по этой бумаге удалось избавиться с символической прибылью +6%. Остальная часть на данный момент -20%. (хочется посмотреть чем это закончится - потери не будут большие т.к. это очень малая часть портфеля)
• НРД начал процедуру вывода активов из Clearstream в рамках лицензии Люксембурга. Для этого депозитарий поручил брокерам выделить и обособить на неторговых счетах активы инвесторов, которые хранятся на счетах НРД в Clearstream. Это коснется в основном акций компаний, которые торгуются на Мосбирже, ведут бизнес в России, но зарегистрированы за рубежом $YNDX, TCS Group, VK, «Русагро», «Эталон», «Мать и дитя», Globaltrans, O'Key. (этим наверное объясняется замочек на части этих активов)
• Немало и компаний, которые объявили и подтвердили выплаты дивидендов (в основном энергетики).  Хочу отметить прежде всего, $NLMK - это первый металлург, который объявил о выплате дивидендов 2,6 руб на акцию или 2,23%. По позиции +10%. Буду держать в долгую. $TRMK также обяъявила о дивидендах  6,78 рублей на акцию или 8,19%
• Компания «Россети» собирается продать 8,57% акции $IRAO за ₽23 млрд, чтобы профинансировать строительство электросетей на Восточном полигоне, рассказали источники «Коммерсанта». Околонулевая позиция (ИнтерРАО), держу.
• Рынок РФ  2144 пункта, практически без динамики:
• Лидеры роста  - низколиквидные бумаги:
• $ORUP +25%. Заказы на экипировку для армии???
• $NSVZ +13%.
• $VRSB +7,41%.
• В.у. акции не рекомендовал бы к покупке т.к. ситуация может быстро развернуться против вас.  Сегодня последний торговый день в этом году, сделки не планирую. Мой финансовый результат за 2022 год в предыдущем посте.
• 🚀🚀🚀 Подписывайтесь, пишите комментарии, спасибо, всех с праздником👍",13:27,2022-12-30,VTBR
